bodyId_pre,bodyId_post,weight
556329,247617314,2
556329,240968228,2
556329,235833925,2
556329,213981659,2
556329,205095020,2
556329,150910063,2
556329,124407427,2
556329,400937,2
556329,391643,2
556329,390191,2
556329,376328,2
556329,370737,2
556329,366437,2
556329,346129,2
556329,946208,2
12781,13176,2
12781,12169,2
12781,12143,2
556329,933241,2
556329,923154,2
556329,914732,2
12781,910138,2
556329,447631,2
556329,446276,2
556329,442247,2
556329,430903,2
556329,428880,2
556329,422978,2
12781,910068,2
12781,910064,2
12781,909115,2
12781,817760,2
12781,817747,2
12781,817682,2
12781,817669,2
556329,914537,2
556329,913245,2
556329,913111,2
12781,804923,2
12781,804916,2
12781,804780,2
12781,804777,2
12781,804668,2
556329,912718,2
556329,468519,2
12781,903846,2
556329,334545,2
556329,328287,2
556329,312644,2
556329,912420,2
556329,911410,2
556329,910744,2
556329,910031,2
556329,909551,2
12781,804476,2
556329,517276,2
12781,803768,2
12781,805942,2
556329,909371,2
556329,909157,2
556329,909115,2
12781,912242,2
12781,912110,2
12781,911962,2
12781,911626,2
556329,908912,2
556329,908901,2
556329,908671,2
556329,908638,2
556329,907806,2
556329,907348,2
556329,907323,2
556329,520628,2
556329,518625,2
12781,428785,2
12781,409246,2
12781,407942,2
12781,815978,2
556329,906686,2
556329,905658,2
12781,20898,2
12781,17967,2
12781,17197,2
556329,905206,2
556329,904753,2
556329,904393,2
556329,903552,2
556329,301023,2
556329,300061,2
556329,295892,2
556329,289180,2
556329,285158,2
556329,284978,2
556329,283013,2
12781,266262,2
12781,913292,2
12781,913251,2
12781,913075,2
12781,817370,2
12781,817357,2
12781,817341,2
12781,817337,2
12781,817297,2
12781,817295,2
556329,903440,2
556329,558778,2
12781,274117,2
12781,271182,2
12781,268222,2
556329,303718,2
12781,803042,2
12781,807730,2
556329,903420,2
556329,902437,2
556329,892728,2
556329,856983,2
12781,28856,2
556329,851260,2
556329,843109,2
556329,836544,2
556329,833687,2
556329,801256,2
556329,801206,2
556329,800651,2
556329,800192,2
12781,815775,2
556329,800098,2
556329,831998,2
556329,831045,2
556329,828130,2
12781,819311,2
12781,819170,2
12781,936612,2
12781,914844,2
12781,914495,2
12781,818899,2
12781,818881,2
12781,818723,2
556329,269127,2
556329,263985,2
556329,262241,2
556329,253695,2
556329,231188,2
12781,818632,2
556329,826417,2
556329,826078,2
556329,824696,2
556329,824577,2
556329,824567,2
556329,823877,2
556329,823171,2
556329,802604,2
556329,801383,2
556329,821331,2
556329,821028,2
556329,820986,2
556329,820419,2
12781,281132698,2
12781,265620368,2
12781,255871078,2
556329,820172,2
12781,808138,2
12781,808123,2
12781,807991,2
12781,803746,2
556329,819804,2
556329,819664,2
556329,819648,2
556329,819592,2
556329,819209,2
12781,258443,2
12781,256521,2
12781,255240,2
12781,249814,2
556329,803247,2
556329,803009,2
556329,802833,2
556329,802750,2
556329,819146,2
556329,818796,2
556329,818778,2
12781,815533,2
12781,815526,2
12781,815507,2
12781,815318,2
12781,262589,2
12781,817877,2
12781,817801,2
12781,817789,2
12781,907650,2
12781,907348,2
12781,907337,2
12781,906328,2
12781,906078,2
12781,435728966,2
12781,374021034,2
12781,346154680,2
556329,818520,2
556329,818453,2
12781,815567,2
12781,816104,2
12781,816089,2
12781,815994,2
12781,447008,2
556329,199738,2
12781,802429,2
556329,818162,2
556329,818069,2
12781,819921,2
12781,819554,2
12781,819472,2
12781,819336,2
556329,817952,2
556329,817919,2
556329,805076,2
556329,804236,2
556329,804142,2
556329,803626,2
12781,815568,2
556329,817875,2
556329,817850,2
556329,817767,2
12781,810219,2
12781,808999,2
12781,802858,2
12781,650502050,2
12781,647109191,2
12781,538594156,2
12781,503037465,2
12781,495695380,2
12781,908136,2
556329,806642,2
556329,806029,2
556329,805931,2
556329,805483,2
556329,805228,2
556329,817647,2
556329,817538,2
556329,817390,2
556329,817311,2
556329,817267,2
556329,817225,2
556329,817182,2
12781,820940,2
12781,820815,2
12781,820640,2
556329,807329,2
12781,247499,2
12781,815212,2
12781,815150,2
12781,815037,2
12781,920310070,2
12781,817182,2
12781,817076,2
12781,817024,2
12781,816994,2
12781,875537740,2
12781,748540956,2
12781,743521261,2
12781,33829,2
556329,816812,2
12781,810836,2
556329,175014,2
556329,97950,2
556329,68405,2
12781,902449,2
12781,810754,2
556329,816772,2
556329,816762,2
556329,816496,2
12781,822140,2
12781,822074,2
12781,822046,2
12781,821956,2
12781,987117568,2
12781,973999354,2
12781,307879,2
12781,293507,2
12781,821230,2
12781,814822,2
12781,814776,2
12781,902817,2
12781,902628,2
556329,180061,2
12781,801018,2
12781,800978,2
12781,800902,2
12781,800684,2
556329,816309,2
556329,816275,2
556329,816259,2
556329,816221,2
556329,816186,2
556329,816185,2
556329,816170,2
556329,816053,2
12781,56218,2
12781,812121,2
12781,236601,2
12781,236166,2
12781,235206,2
12781,234346,2
12781,234075,2
12781,241273,2
12781,238279,2
12781,811604,2
12781,801519,2
12781,43003,2
556329,815784,2
556329,10490,2
556329,10304,2
12781,1066778249,2
12781,1058082355,2
12781,1055278121,2
556329,66518,2
556329,50285,2
556329,45843,2
556329,43716,2
12781,816312,2
12781,816294,2
12781,800485,2
12781,800401,2
12781,800393,2
12781,800319,2
12781,800305,2
12781,812278,2
556329,815748,2
556329,815668,2
12781,229401,2
12781,229032,2
12781,228329,2
556329,810111,2
556329,809674,2
12781,237833,2
12781,814635,2
12781,814609,2
12781,814485,2
12781,515514,2
556329,815647,2
556329,815634,2
556329,815611,2
12781,98764,2
12781,70636,2
12781,60372,2
12781,58828,2
12781,343755,2
12781,342366,2
556329,811106,2
556329,810948,2
556329,810204,2
12781,232742,2
12781,231925,2
12781,231544,2
12781,229440,2
12781,229434,2
12781,812605,2
12781,812426,2
556329,815466,2
556329,815438,2
556329,815431,2
556329,815379,2
556329,815346,2
556329,811243,2
556329,811118,2
12781,836742,2
12781,364854,2
12781,360461,2
12781,351048,2
12781,347539,2
556329,815107,2
556329,815024,2
12781,156256,2
12781,800112,2
12781,224404,2
12781,223575,2
12781,513968,2
12781,512690,2
556329,10592,2
12781,154152,2
12781,818585,2
12781,818303,2
12781,137839,2
12781,134177,2
12781,131757,2
12781,127912,2
556329,814756,2
556329,814726,2
556329,814691,2
12781,813296,2
12781,813254,2
12781,813135,2
12781,813122,2
12781,816135,2
12781,816127,2
12781,816123,2
12781,285042,2
12781,285013,2
12781,905533,2
12781,331081,2
12781,327435,2
12781,325112,2
556329,13670,2
556329,13232,2
556329,13041,2
12781,816890,2
12781,816883,2
556329,814575,2
556329,814533,2
12781,814189,2
12781,221163,2
12781,220170,2
556329,812046,2
556329,811920,2
556329,811596,2
556329,814517,2
556329,814319,2
556329,814245,2
556329,814242,2
12781,554336,2
556329,18050,2
556329,14246,2
12781,813381,2
556329,812471,2
12781,223296,2
12781,336713,2
12781,829538,2
12781,829065,2
12781,828726,2
12781,826834,2
12781,826474,2
12781,826223,2
12781,825849,2
12781,193699,2
12781,192612,2
12781,170014,2
556329,814198,2
556329,814172,2
556329,813963,2
556329,813906,2
556329,813818,2
556329,813663,2
12781,317373,2
12781,280704,2
12781,278464,2
556329,31546,2
556329,28826,2
12781,824706,2
12781,824498,2
12781,210915,2
12781,210476,2
12781,208719,2
12781,208200,2
12781,816522,2
12781,816385,2
556329,19419,2
556329,813537,2
12781,813840,2
12781,813767,2
12781,520195,2
556329,813233,2
556329,813129,2
556329,812970,2
12781,320580,2
12781,515724,2
12781,813609,2
12781,813484,2
556329,813373,2
556329,813337,2
556329,813329,2
556329,813327,2
12781,218513,2
556329,434969835,2
12781,10587,2
556329,876147332,2
556329,820624394,2
12781,817439,2
556329,896439219,2
556329,534464626,2
556329,955471966,2
556329,935106736,2
12781,11950,2
12781,11645,2
12781,10581,1
12781,10832,1
12781,10967,1
12781,11201,1
556329,949337522,1
556329,694421624,1
12781,904814,1
12781,904806,1
556329,378614061,1
556329,353565022,1
556329,317492635,1
556329,305221249,1
12781,818591,1
556329,910534796,1
556329,967170040,1
556329,241120188,1
556329,240451025,1
556329,213784262,1
556329,208549821,1
556329,161158793,1
556329,144349898,1
556329,139392329,1
12781,215573,1
12781,214478,1
12781,813875,1
12781,521358,1
12781,520130,1
12781,520119,1
556329,812991,1
556329,812980,1
12781,320555,1
12781,518625,1
12781,517428,1
12781,813554,1
12781,555740,1
556329,813533,1
556329,813420,1
556329,813407,1
12781,823888,1
12781,211092,1
12781,210817,1
556329,28450,1
556329,27797,1
556329,26671,1
556329,23826,1
556329,23168,1
556329,22572,1
12781,816574,1
12781,816380,1
556329,22087,1
556329,20065,1
556329,18643,1
556329,813551,1
12781,519516,1
12781,280127,1
12781,279816,1
12781,278749,1
556329,33829,1
556329,29665,1
556329,28584,1
556329,28455,1
556329,812921,1
556329,812675,1
556329,812569,1
12781,212922,1
12781,825265,1
12781,825192,1
12781,824645,1
12781,824447,1
12781,823934,1
556329,14537,1
556329,13883,1
12781,222415,1
12781,338000,1
12781,336332,1
12781,331154,1
12781,827671,1
12781,825957,1
556329,814147,1
556329,814051,1
556329,814045,1
556329,814028,1
556329,813952,1
556329,813939,1
556329,813752,1
12781,313734,1
12781,529031,1
12781,526592,1
12781,525407,1
12781,524903,1
12781,524284,1
12781,523547,1
12781,813479,1
556329,18278,1
556329,18153,1
556329,17492,1
556329,17490,1
556329,16778,1
556329,16445,1
556329,15906,1
556329,15825,1
556329,14628,1
12781,221779,1
12781,814204,1
12781,814014,1
12781,814013,1
12781,813946,1
12781,813941,1
12781,220166,1
556329,811801,1
556329,811739,1
556329,811622,1
556329,814525,1
556329,814511,1
556329,814507,1
556329,814343,1
556329,814328,1
12781,536275,1
12781,816131,1
12781,905991,1
12781,905836,1
12781,329130,1
12781,324531,1
556329,811475,1
556329,811474,1
12781,813010,1
556329,13652,1
556329,12759,1
12781,816859,1
12781,816805,1
12781,816739,1
556329,12716,1
12781,800208,1
556329,814650,1
12781,823703,1
12781,823594,1
12781,823539,1
12781,818528,1
12781,818020,1
12781,822850,1
12781,822703,1
12781,146314,1
12781,120430,1
556329,814860,1
556329,814702,1
12781,813260,1
12781,813225,1
12781,813168,1
12781,813059,1
12781,813053,1
556329,12307,1
556329,12086,1
556329,11979,1
556329,11520,1
556329,11502,1
556329,11482,1
556329,11193,1
556329,10970,1
556329,10968,1
556329,10939,1
12781,800092,1
12781,800026,1
12781,583692,1
12781,556359,1
12781,556077,1
12781,556076,1
556329,12512,1
556329,12451,1
556329,12394,1
12781,228252,1
12781,225563,1
12781,224225,1
12781,223714,1
556329,811254,1
12781,515249,1
12781,513906,1
12781,513405,1
12781,512512,1
12781,494761,1
12781,482280,1
12781,477979,1
556329,12336,1
12781,449363,1
12781,902298,1
12781,893632,1
12781,852242,1
12781,833287,1
12781,355731,1
12781,349902,1
556329,815202,1
556329,815188,1
556329,815175,1
556329,815169,1
556329,815071,1
556329,815017,1
556329,814977,1
556329,814976,1
12781,800125,1
556329,810594,1
556329,810495,1
556329,810269,1
12781,232031,1
12781,230757,1
12781,812623,1
12781,812572,1
12781,812417,1
12781,812381,1
12781,800640,1
12781,800575,1
12781,800510,1
556329,815338,1
556329,815265,1
12781,458737,1
12781,457710,1
556329,810089,1
556329,809468,1
12781,814615,1
12781,814580,1
12781,814578,1
12781,814358,1
556329,815583,1
12781,108254,1
12781,85538,1
12781,80212,1
12781,70705,1
12781,69797,1
12781,62405,1
556329,815496,1
12781,812810,1
556329,810765,1
556329,63880,1
556329,52104,1
556329,42428,1
556329,39549,1
556329,37686,1
556329,37363,1
12781,287167,1
12781,816254,1
12781,1050515057,1
556329,815765,1
12781,800321,1
12781,812331,1
12781,812286,1
12781,812243,1
556329,815704,1
556329,815658,1
12781,42148,1
556329,815907,1
556329,815863,1
556329,815810,1
556329,10438,1
556329,10296,1
556329,10218,1
556329,10216,1
556329,10202,1
12781,1399810824,1
12781,1053125857,1
12781,1052308919,1
12781,1050931796,1
12781,1050859066,1
12781,237207,1
12781,236733,1
12781,233166,1
556329,808288,1
12781,244560,1
12781,244467,1
556329,808262,1
556329,807963,1
12781,814877,1
12781,811789,1
12781,801504,1
12781,801389,1
12781,53588,1
12781,53581,1
12781,52455,1
12781,49164,1
12781,44319,1
12781,42428,1
12781,801059,1
12781,800836,1
12781,800739,1
12781,800676,1
556329,816393,1
556329,816244,1
556329,816146,1
556329,816084,1
556329,816079,1
556329,816048,1
12781,58725,1
12781,56906,1
12781,56630,1
12781,812120,1
12781,816245,1
12781,234380,1
12781,821268,1
12781,814857,1
12781,814797,1
12781,814772,1
12781,814762,1
12781,814757,1
12781,814639,1
556329,807777,1
12781,902895,1
12781,902807,1
12781,902760,1
12781,902640,1
12781,821068,1
12781,821067,1
12781,801367,1
12781,801365,1
556329,816428,1
556329,816417,1
12781,822639,1
12781,822237,1
12781,822225,1
12781,821914,1
12781,1050229344,1
12781,1003434338,1
12781,980733096,1
12781,311901,1
12781,301457,1
12781,299083,1
12781,291345,1
12781,290991,1
12781,290332,1
12781,821572,1
12781,810914,1
12781,810755,1
556329,176912,1
556329,169850,1
556329,158361,1
556329,156256,1
556329,134177,1
556329,124689,1
556329,114110,1
556329,106770,1
556329,106104,1
556329,104738,1
12781,902566,1
12781,902505,1
556329,816699,1
556329,816618,1
12781,777358703,1
12781,765500510,1
12781,820291,1
12781,820242,1
12781,820235,1
12781,820098,1
12781,33990,1
556329,817062,1
556329,816931,1
556329,816872,1
556329,816871,1
556329,816863,1
556329,816788,1
12781,811435,1
12781,811227,1
12781,811147,1
12781,820754,1
12781,820492,1
12781,902301,1
556329,807550,1
556329,807549,1
556329,807496,1
12781,249601,1
12781,249354,1
12781,248139,1
12781,247785,1
12781,246970,1
12781,245258,1
12781,244900,1
12781,820385,1
12781,837029745,1
12781,812830130,1
12781,802024,1
12781,801950,1
12781,801947,1
12781,801883,1
12781,801792,1
12781,801640,1
12781,801539,1
12781,810585,1
556329,817302,1
556329,817138,1
556329,817131,1
12781,41594,1
12781,39338,1
12781,38419,1
12781,37743,1
12781,35930,1
556329,817700,1
12781,814954,1
556329,806924,1
556329,806660,1
556329,806453,1
556329,806448,1
556329,806316,1
556329,805937,1
556329,805867,1
556329,805687,1
556329,805419,1
556329,805264,1
556329,817628,1
556329,817491,1
556329,817456,1
556329,817321,1
12781,809970,1
12781,809633,1
12781,809572,1
12781,809508,1
12781,809327,1
12781,808992,1
12781,802845,1
556329,817713,1
12781,634745126,1
12781,611063412,1
12781,509322897,1
12781,908289,1
12781,908264,1
12781,908117,1
12781,907984,1
12781,907663,1
556329,817943,1
556329,817920,1
556329,804938,1
556329,804896,1
556329,804710,1
556329,804678,1
556329,804259,1
556329,804244,1
556329,804162,1
556329,803902,1
556329,803787,1
556329,803625,1
556329,803593,1
556329,817848,1
556329,817801,1
556329,817747,1
12781,808915,1
12781,808521,1
556329,818406,1
556329,818087,1
556329,818018,1
556329,818012,1
556329,818000,1
12781,820026,1
12781,819980,1
12781,819745,1
12781,819701,1
12781,819696,1
12781,819561,1
12781,819535,1
12781,819423,1
556329,817965,1
12781,802758,1
12781,815563,1
556329,224633,1
556329,218888,1
12781,816107,1
12781,816097,1
12781,816092,1
12781,816049,1
12781,816001,1
556329,189057,1
556329,181692,1
12781,802673,1
12781,802670,1
12781,802656,1
12781,802517,1
12781,802382,1
556329,818599,1
556329,818554,1
556329,818550,1
12781,815550,1
12781,815544,1
12781,903623,1
12781,817954,1
12781,817891,1
12781,817842,1
12781,903552,1
12781,903540,1
12781,906527,1
12781,906384,1
12781,906075,1
12781,427967297,1
12781,418396583,1
556329,803432,1
556329,803301,1
556329,803255,1
556329,802989,1
556329,802764,1
556329,802709,1
556329,819167,1
556329,819024,1
556329,819002,1
556329,818989,1
556329,818906,1
556329,818716,1
556329,818707,1
556329,818704,1
556329,818642,1
556329,818628,1
12781,110403310,1
12781,102317176,1
12781,953404,1
12781,945500,1
12781,942571,1
556329,820116,1
556329,820036,1
12781,808100,1
12781,807877,1
12781,803626,1
556329,819860,1
556329,819507,1
556329,819466,1
556329,819197,1
12781,256027,1
12781,252582,1
556329,822989,1
556329,822982,1
556329,822923,1
556329,822689,1
556329,822350,1
556329,822234,1
556329,821373,1
556329,821169,1
556329,820620,1
556329,820396,1
556329,820367,1
12781,237046948,1
12781,181175800,1
12781,169418449,1
12781,135620134,1
12781,129556866,1
556329,823272,1
556329,802673,1
556329,802652,1
556329,802648,1
556329,802596,1
556329,802557,1
556329,802409,1
556329,802125,1
556329,802102,1
556329,801890,1
556329,801876,1
556329,801857,1
556329,801608,1
556329,801515,1
556329,801397,1
556329,823075,1
556329,279099,1
556329,274188,1
556329,272912,1
556329,268351,1
556329,262699,1
556329,255012,1
556329,249230,1
556329,241227,1
556329,231648,1
556329,826548,1
556329,826304,1
556329,826270,1
556329,826233,1
556329,824563,1
556329,824118,1
556329,823790,1
556329,827139,1
556329,826550,1
12781,819258,1
12781,940542,1
12781,934425,1
12781,933400,1
12781,923446,1
12781,919711,1
12781,918972,1
12781,915422,1
12781,914984,1
12781,914097,1
12781,818986,1
12781,818743,1
556329,801377,1
556329,801281,1
556329,800788,1
556329,800691,1
556329,800585,1
556329,800471,1
556329,800179,1
12781,815865,1
12781,815726,1
12781,815638,1
556329,567846,1
556329,831563,1
556329,831499,1
556329,829805,1
556329,829107,1
556329,829077,1
556329,828732,1
556329,828491,1
556329,902566,1
556329,902565,1
556329,902308,1
556329,859509,1
12781,29242,1
12781,26284,1
12781,25821,1
12781,22961,1
12781,22518,1
12781,21360,1
556329,855805,1
556329,846740,1
556329,834858,1
556329,833543,1
556329,832851,1
556329,800804,1
556329,556359,1
556329,556078,1
556329,555871,1
556329,536485,1
12781,277939,1
12781,277445,1
12781,273370,1
12781,270485,1
12781,266558,1
556329,306607,1
12781,803249,1
12781,803187,1
12781,807664,1
556329,903419,1
556329,903054,1
556329,902709,1
556329,903470,1
556329,302730,1
556329,296982,1
556329,293061,1
556329,291562,1
556329,291322,1
556329,533407,1
556329,530686,1
556329,526592,1
12781,912988,1
12781,817323,1
556329,903441,1
12781,803399,1
12781,803299,1
12781,803270,1
556329,558850,1
556329,906619,1
556329,906419,1
556329,906360,1
556329,905995,1
556329,905820,1
12781,20996,1
12781,20553,1
12781,20344,1
12781,20260,1
12781,19411,1
12781,17628,1
12781,17555,1
556329,905549,1
556329,904954,1
556329,903694,1
556329,903669,1
556329,524363,1
556329,524082,1
556329,519626,1
12781,430497,1
12781,423427,1
12781,410443,1
12781,408508,1
12781,407092,1
12781,403040,1
556329,518563,1
12781,807129,1
12781,806891,1
12781,806696,1
12781,806166,1
12781,806036,1
556329,906811,1
12781,910566,1
12781,910456,1
556329,909084,1
556329,908958,1
556329,908879,1
556329,908786,1
556329,908757,1
556329,908670,1
556329,908669,1
556329,908496,1
556329,907771,1
556329,907770,1
556329,907758,1
556329,907681,1
556329,907436,1
12781,807527,1
12781,803921,1
12781,803846,1
12781,805831,1
12781,805738,1
12781,805435,1
12781,16086,1
12781,15443,1
12781,14098,1
556329,909350,1
556329,909251,1
12781,817252,1
12781,912259,1
12781,911955,1
12781,911920,1
12781,911912,1
12781,911904,1
12781,804118,1
556329,517777,1
556329,516930,1
556329,516615,1
556329,513688,1
556329,513636,1
556329,513114,1
556329,512825,1
556329,512690,1
556329,512530,1
556329,512351,1
556329,511867,1
556329,494661,1
556329,479115,1
556329,477681,1
556329,472022,1
12781,903667,1
556329,331723,1
556329,330716,1
556329,318381,1
556329,306786,1
556329,464153,1
556329,450263,1
556329,912325,1
556329,912176,1
556329,912079,1
556329,911397,1
556329,911296,1
556329,911276,1
556329,909805,1
12781,17094,1
12781,804502,1
12781,817767,1
12781,817661,1
12781,817628,1
556329,914267,1
556329,913276,1
556329,912966,1
556329,912923,1
556329,912899,1
12781,805127,1
12781,804794,1
12781,804734,1
12781,804665,1
12781,904664,1
12781,904402,1
12781,904307,1
12781,904275,1
556329,914917,1
556329,914860,1
556329,449501,1
556329,447790,1
556329,433054,1
556329,432605,1
556329,429535,1
556329,422467,1
556329,416613,1
556329,413665,1
556329,412938,1
556329,407325,1
12781,909871,1
12781,909640,1
12781,909324,1
12781,909116,1
12781,13135,1
12781,12906,1
12781,12874,1
12781,12745,1
12781,12725,1
12781,12497,1
12781,12490,1
12781,12218,1
556329,936489,1
556329,935501,1
556329,934619,1
556329,923762,1
556329,919720,1
556329,915422,1
556329,915077,1
556329,914984,1
556329,133706517,1
556329,392311,1
556329,390116,1
556329,385675,1
556329,384458,1
556329,383152,1
556329,374817,1
556329,339863,1
556329,337404,1
556329,337014,1
556329,117934614,1
556329,112819175,1
556329,111917959,1
556329,108845011,1
556329,104750295,1
556329,946555,1
556329,721209677,1
12781,10490,1
12781,10686,1
556329,453797081,1
12781,817434,1
556329,1064464421,1
556329,635767367,1
556329,634536612,1
556329,629452454,1
556329,552083077,1
556329,1008492051,1
556329,1002474206,1
556329,984521165,1
556329,981789985,1
12781,904904,1
12781,904818,1
556329,813361,1
556329,385740173,1
556329,879530032,1
556329,844532042,1
556329,804697244,1
556329,791786086,1
556329,255290209,1
12781,804640,1
12781,804585,1
12781,804583,1
12781,817477,1
12781,817444,1
556329,889139056,1
556329,514281417,1
556329,509196674,1
556329,505363511,1
